level,x,y
0.25,-90.1061161005328,37.696047460603886
0.25,-90.1691550930097,37.75400401725269
0.25,-90.37640209398027,38.02734571121789
0.25,-90.4931507548221,38.3006874051831
0.25,-90.51175433343661,38.5740290991483
0.25,-90.41636063261637,38.8473707931135
0.25,-90.18040974098948,39.120712487078706
0.25,-90.1061161005328,39.17361999102505
0.25,-89.71976346273799,39.394054181043906
0.25,-89.5138570753996,39.47561257782304
0.25,-88.9215980502664,39.65200353164157
0.25,-88.85150664798734,39.667395875009106
0.25,-88.32933902513321,39.7600261115965
0.25,-87.73708,39.831073604839645
0.25,-87.1448209748668,39.87363743574228
0.25,-86.55256194973362,39.89171630327837
0.25,-85.96030292460041,39.88755147745339
0.25,-85.36804389946721,39.86207645343941
0.25,-84.77578487433402,39.815188636491214
0.25,-84.18352584920082,39.745783298090544
0.25,-83.68657363230322,39.667395875009106
0.25,-83.59126682406762,39.65085581446149
0.25,-82.99900779893443,39.52056718939385
0.25,-82.53497189230445,39.394054181043906
0.25,-82.40674877380123,39.35340091682076
0.25,-81.81448974866802,39.127966056291406
0.25,-81.79811379670382,39.120712487078706
0.25,-81.30172567360422,38.8473707931135
0.25,-81.22223072353484,38.78792942719151
0.25,-80.96901207448205,38.5740290991483
0.25,-80.76447348902543,38.3006874051831
0.25,-80.67391706337935,38.02734571121789
0.25,-80.69586533540605,37.75400401725269
0.25,-80.8296995063372,37.48066232328749
0.25,-81.07743347533552,37.20732062932228
0.25,-81.22223072353484,37.09742692349236
0.25,-81.46981031393769,36.93397893535708
0.25,-81.81448974866802,36.7611170959198
0.25,-82.05705593080481,36.66063724139188
0.25,-82.40674877380123,36.542290782878126
0.25,-82.99900779893443,36.38803626936054
0.25,-83.00292516933285,36.387295547426675
0.25,-83.59126682406762,36.29085660420254
0.25,-84.18352584920082,36.23116731770014
0.25,-84.77578487433402,36.20618772703263
0.25,-85.36804389946721,36.21363890456551
0.25,-85.96030292460041,36.25171954556183
0.25,-86.55256194973362,36.31914018506786
0.25,-86.97380925593514,36.387295547426675
0.25,-87.1448209748668,36.41788871275217
0.25,-87.73708,36.5537566197193
0.25,-88.12018341006619,36.66063724139188
0.25,-88.32933902513321,36.72740515028661
0.25,-88.88518911624092,36.93397893535708
0.25,-88.9215980502664,36.95003132745901
0.25,-89.44162012020884,37.20732062932228
0.25,-89.5138570753996,37.2515385017365
0.25,-89.85779699895622,37.48066232328749
0.25,-90.1061161005328,37.696047460603886
0.5,-94.25192927646518,38.04765268209069
0.5,-94.41009652778469,38.3006874051831
0.5,-94.54689161240371,38.5740290991483
0.5,-94.6522631575049,38.8473707931135
0.5,-94.72731539382119,39.120712487078706
0.5,-94.77135252637926,39.394054181043906
0.5,-94.78136711986913,39.667395875009106
0.5,-94.75092757206981,39.94073756897431
0.5,-94.66788802540054,40.21407926293952
0.5,-94.50950324645927,40.48742095690472
0.5,-94.25192927646518,40.74370000074504
0.5,-94.2300679162217,40.76076265086992
0.5,-93.70214501919028,41.03410434483513
0.5,-93.65967025133199,41.0495324369688
0.5,-93.06741122619877,41.20901414393471
0.5,-92.48400549012901,41.30744603880033
0.5,-92.47515220106558,41.30868891901954
0.5,-91.8828931759324,41.3736857269213
0.5,-91.29063415079918,41.418512285981016
0.5,-90.69837512566599,41.4497254455245
0.5,-90.1061161005328,41.47109934249381
0.5,-89.5138570753996,41.48482750632818
0.5,-88.9215980502664,41.492090822359664
0.5,-88.32933902513321,41.49336830236921
0.5,-87.73708,41.488617794680245
0.5,-87.1448209748668,41.477388310254874
0.5,-86.55256194973362,41.45889480200656
0.5,-85.96030292460041,41.43207013346767
0.5,-85.36804389946721,41.39562254898601
0.5,-84.77578487433402,41.3479721184102
0.5,-84.3801183802471,41.30744603880033
0.5,-84.18352584920082,41.28825879283096
0.5,-83.59126682406762,41.217127024905515
0.5,-82.99900779893443,41.13079677908628
0.5,-82.45117134926774,41.03410434483513
0.5,-82.40674877380123,41.02640809732949
0.5,-81.81448974866802,40.90677785462958
0.5,-81.22223072353484,40.763883885151934
0.5,-81.21078272199794,40.76076265086992
0.5,-80.62997169840163,40.59941354651942
0.5,-80.28146068955543,40.48742095690472
0.5,-80.03771267326843,40.40521934169154
0.5,-79.53769557431353,40.21407926293952
0.5,-79.44545364813524,40.17582551732819
0.5,-78.93546868853944,39.94073756897431
0.5,-78.85319462300204,39.898019648759515
0.5,-78.44391919200773,39.667395875009106
0.5,-78.26093559786884,39.546030435365644
0.5,-78.04491027739604,39.394054181043906
0.5,-77.72897536336183,39.120712487078706
0.5,-77.66867657273565,39.0540975377474
0.5,-77.48666956819481,38.8473707931135
0.5,-77.31414378575815,38.5740290991483
0.5,-77.20858762982,38.3006874051831
0.5,-77.16492804020218,38.02734571121789
0.5,-77.18253750250277,37.75400401725269
0.5,-77.26075358165093,37.48066232328749
0.5,-77.40018472932353,37.20732062932228
0.5,-77.60275772757353,36.93397893535708
0.5,-77.66867657273565,36.865055576567535
0.5,-77.86899542407107,36.66063724139188
0.5,-78.20491612967044,36.387295547426675
0.5,-78.26093559786884,36.348441724479386
0.5,-78.61910439616422,36.113953853461474
0.5,-78.85319462300204,35.98217587271908
0.5,-79.12710844123903,35.84061215949627
0.5,-79.44545364813524,35.694650449638765
0.5,-79.7578653656585,35.56727046553107
0.5,-80.03771267326843,35.46323054720787
0.5,-80.56941114361322,35.29392877156586
0.5,-80.62997169840163,35.27590796354402
0.5,-81.22223072353484,35.12543665333607
0.5,-81.743250121749,35.02058707760066
0.5,-81.81448974866802,35.00676551466112
0.5,-82.40674877380123,34.915353992220794
0.5,-82.99900779893443,34.849507388560134
0.5,-83.59126682406762,34.80666457118311
0.5,-84.18352584920082,34.78477159872651
0.5,-84.77578487433402,34.78222480831891
0.5,-85.36804389946721,34.79783360554311
0.5,-85.96030292460041,34.83079990241222
0.5,-86.55256194973362,34.88071220527232
0.5,-87.1448209748668,34.94755321407275
0.5,-87.66065325048127,35.02058707760066
0.5,-87.73708,35.03143375209918
0.5,-88.32933902513321,35.13093370645357
0.5,-88.9215980502664,35.249035254103475
0.5,-89.12000435252405,35.29392877156586
0.5,-89.5138570753996,35.38618492288061
0.5,-90.1061161005328,35.54477557137877
0.5,-90.18266942129657,35.56727046553107
0.5,-90.69837512566599,35.728667781301084
0.5,-91.02013062556881,35.84061215949627
0.5,-91.29063415079918,35.942841903963924
0.5,-91.70586380491802,36.113953853461474
0.5,-91.8828931759324,36.19480843340574
0.5,-92.27657169839415,36.387295547426675
0.5,-92.47515220106558,36.49721492195077
0.5,-92.75576570596418,36.66063724139188
0.5,-93.06741122619877,36.86996150704069
0.5,-93.15952753684097,36.93397893535708
0.5,-93.50199187909291,37.20732062932228
0.5,-93.65967025133199,37.355477927274066
0.5,-93.79168310824426,37.48066232328749
0.5,-94.03636089837538,37.75400401725269
0.5,-94.23953157922972,38.02734571121789
0.5,-94.25192927646518,38.04765268209069
0.75,-104.91259172886274,43.74986185989814
0.75,-104.9278828853606,43.76752128448716
0.75,-105.0256253638309,44.04086297845235
0.75,-104.97228756480982,44.31420467241756
0.75,-104.91259172886274,44.386914738405615
0.75,-104.70507634070918,44.58754636638277
0.75,-104.32033270372953,44.78134484759901
0.75,-104.09585931429828,44.86088806034797
0.75,-103.72807367859633,44.95097772546491
0.75,-103.13581465346314,45.040309131708725
0.75,-102.54355562832994,45.081093190744454
0.75,-101.95129660319674,45.08162548671368
0.75,-101.35903757806355,45.04870490391687
0.75,-100.76677855293035,44.987211875338836
0.75,-100.17451952779714,44.900659124259754
0.75,-99.96100785895459,44.86088806034797
0.75,-99.58226050266396,44.78301614688489
0.75,-98.99000147753075,44.640966508455854
0.75,-98.7925548984544,44.58754636638277
0.75,-98.39774245239755,44.46879457992877
0.75,-97.91647678026169,44.31420467241756
0.75,-97.80548342726436,44.274381869003214
0.75,-97.21322440213117,44.05604384564567
0.75,-97.17253807630745,44.04086297845235
0.75,-96.62096537699796,43.81903137514701
0.75,-96.48817717795737,43.76752128448716
0.75,-96.02870635186477,43.578980933467406
0.75,-95.80474603543188,43.49417959052195
0.75,-95.43644732673158,43.35347426707256
0.75,-95.04019366419254,43.220837896556745
0.75,-94.84418830159836,43.15737689403488
0.75,-94.25192927646518,42.99432614349941
0.75,-94.05107677524208,42.947496202591545
0.75,-93.65967025133199,42.8632943243473
0.75,-93.06741122619877,42.75992603428841
0.75,-92.47515220106558,42.67749675073737
0.75,-92.4469152850193,42.674154508626344
0.75,-91.8828931759324,42.613728937563266
0.75,-91.29063415079918,42.5627848808757
0.75,-90.69837512566599,42.52171308749026
0.75,-90.1061161005328,42.48811586724257
0.75,-89.5138570753996,42.4599891106179
0.75,-88.9215980502664,42.43549816806658
0.75,-88.32933902513321,42.41283670461423
0.75,-88.0158753883811,42.40081281466114
0.75,-87.73708,42.39110340094842
0.75,-87.1448209748668,42.368807575815204
0.75,-86.55256194973362,42.343042683060766
0.75,-85.96030292460041,42.3118403525742
0.75,-85.36804389946721,42.27322264758746
0.75,-84.77578487433402,42.22491424963785
0.75,-84.18352584920082,42.16412141466521
0.75,-83.89025931791542,42.12747112069594
0.75,-83.59126682406762,42.09308309583717
0.75,-82.99900779893443,42.01222105772508
0.75,-82.40674877380123,41.91389813921633
0.75,-82.10166984506364,41.854129426730736
0.75,-81.81448974866802,41.80122288005168
0.75,-81.22223072353484,41.673678205032765
0.75,-80.85319481137509,41.58078773276553
0.75,-80.62997169840163,41.52663537134518
0.75,-80.03771267326843,41.36165327835252
0.75,-79.8656750317653,41.30744603880033
0.75,-79.44545364813524,41.1760211122802
0.75,-79.04827849484117,41.03410434483513
0.75,-78.85319462300204,40.96308909602619
0.75,-78.35542733534945,40.76076265086992
0.75,-78.26093559786884,40.720488504621464
0.75,-77.76135867187972,40.48742095690472
0.75,-77.66867657273565,40.440614824234856
0.75,-77.25200130246152,40.21407926293952
0.75,-77.07641754760245,40.10706374687764
0.75,-76.81758690751653,39.94073756897431
0.75,-76.48415852246924,39.69088152165046
0.75,-76.4537856990218,39.667395875009106
0.75,-76.14703090345114,39.394054181043906
0.75,-75.904663368504,39.120712487078706
0.75,-75.89189949733606,39.102458313999804
0.75,-75.71139649083119,38.8473707931135
0.75,-75.57392543479695,38.5740290991483
0.75,-75.49069450123642,38.3006874051831
0.75,-75.45752981099729,38.02734571121789
0.75,-75.47452572124034,37.75400401725269
0.75,-75.54157594080051,37.48066232328749
0.75,-75.65962238135234,37.20732062932228
0.75,-75.83056185661522,36.93397893535708
0.75,-75.89189949733606,36.8578596984659
0.75,-76.04848380467136,36.66063724139188
0.75,-76.31985949087698,36.387295547426675
0.75,-76.48415852246924,36.24872849773817
0.75,-76.64623219692479,36.113953853461474
0.75,-77.03203994348661,35.84061215949627
0.75,-77.07641754760245,35.812505866063134
0.75,-77.4814000014867,35.56727046553107
0.75,-77.66867657273565,35.466090306710164
0.75,-78.01044971095381,35.29392877156586
0.75,-78.26093559786884,35.17878709582152
0.75,-78.64067350130695,35.02058707760066
0.75,-78.85319462300204,34.93806219016225
0.75,-79.41333041320222,34.74724538363546
0.75,-79.44545364813524,34.73683497809176
0.75,-80.03771267326843,34.56744849773525
0.75,-80.4345669722966,34.47390368967025
0.75,-80.62997169840163,34.42890402561252
0.75,-81.22223072353484,34.31574760078017
0.75,-81.81448974866802,34.22822778790434
0.75,-82.06030026618865,34.20056199570505
0.75,-82.40674877380123,34.16074651671367
0.75,-82.99900779893443,34.112552379965585
0.75,-83.59126682406762,34.08321237781206
0.75,-84.18352584920082,34.07100652743697
0.75,-84.77578487433402,34.07462960929112
0.75,-85.36804389946721,34.09314518312793
0.75,-85.96030292460041,34.12595404919716
0.75,-86.55256194973362,34.172775163793965
0.75,-86.82666143382131,34.20056199570505
0.75,-87.1448209748668,34.231340386638834
0.75,-87.73708,34.301246526987
0.75,-88.32933902513321,34.3850040995489
0.75,-88.8658229764837,34.47390368967025
0.75,-88.9215980502664,34.48302674272282
0.75,-89.5138570753996,34.591130779737995
0.75,-90.1061161005328,34.7160728721159
0.75,-90.2409344325732,34.74724538363546
0.75,-90.69837512566599,34.85501644506051
0.75,-91.29063415079918,35.01360190201115
0.75,-91.31496140787277,35.02058707760066
0.75,-91.8828931759324,35.1909514045806
0.75,-92.19218722294906,35.29392877156586
0.75,-92.47515220106558,35.394361788538774
0.75,-92.92163615972903,35.56727046553107
0.75,-93.06741122619877,35.62898121729774
0.75,-93.53312087925823,35.84061215949627
0.75,-93.65967025133199,35.90459304576066
0.75,-94.05182460313613,36.113953853461474
0.75,-94.25192927646518,36.234894928625756
0.75,-94.49469088191846,36.387295547426675
0.75,-94.84418830159836,36.64067943869543
0.75,-94.8711193428209,36.66063724139188
0.75,-95.20156074097638,36.93397893535708
0.75,-95.43644732673158,37.1615470149159
0.75,-95.4838212151309,37.20732062932228
0.75,-95.7364282806939,37.48066232328749
0.75,-95.9549501587284,37.75400401725269
0.75,-96.02870635186477,37.85757884104347
0.75,-96.15379089015222,38.02734571121789
0.75,-96.33457834337221,38.3006874051831
0.75,-96.49874413441064,38.5740290991483
0.75,-96.62096537699796,38.79286023352184
0.75,-96.65341296314031,38.8473707931135
0.75,-96.8076004145856,39.120712487078706
0.75,-96.95979271333069,39.394054181043906
0.75,-97.11656367039093,39.667395875009106
0.75,-97.21322440213117,39.82776480986524
0.75,-97.28869475084639,39.94073756897431
0.75,-97.48615213520267,40.21407926293952
0.75,-97.71897258205202,40.48742095690472
0.75,-97.80548342726436,40.57647292616313
0.75,-98.01101691638536,40.76076265086992
0.75,-98.38846048369251,41.03410434483513
0.75,-98.39774245239755,41.04000054332181
0.75,-98.89145279648132,41.30744603880033
0.75,-98.99000147753075,41.352912199908104
0.75,-99.5646293499611,41.58078773276553
0.75,-99.58226050266396,41.58707163523045
0.75,-100.17451952779714,41.782617793523016
0.75,-100.40966320211294,41.854129426730736
0.75,-100.76677855293035,41.95879604898437
0.75,-101.35903757806355,42.12439453407704
0.75,-101.36975821742624,42.12747112069594
0.75,-101.95129660319674,42.297646571749205
0.75,-102.29543388645675,42.40081281466114
0.75,-102.54355562832994,42.480148636293634
0.75,-103.11800744057467,42.674154508626344
0.75,-103.13581465346314,42.680907130152995
0.75,-103.72807367859633,42.92347970650031
0.75,-103.78283113183322,42.947496202591545
0.75,-104.30446075143301,43.220837896556745
0.75,-104.32033270372953,43.23169112469239
0.75,-104.67806524281902,43.49417959052195
0.75,-104.91259172886274,43.74986185989814
